Variant_ID,Model,Condition,Strategy,Description,R1,R2,R3,Mean,UsabilityFlag
Qwen7B-Dir-038,Qwen2.5-7B,Direct,Rewriting,perl->ruby enumerate service,4,3,4,3.67,N
Qwen7B-Dir-039,Qwen2.5-7B,Direct,Replacement,java->tar decode network socket,2,2,2,2.0,N
Qwen7B-Dir-040,Qwen2.5-7B,Direct,Rewriting,wget->node enumerate auth log,1,1,1,1.0,N
Qwen7B-Dir-041,Qwen2.5-7B,Direct,Rewriting,java->node copy network socket,1,3,2,2.0,N
Qwen7B-Dir-042,Qwen2.5-7B,Direct,Replacement,cron->tar enumerate service,1,1,1,1.0,N
Qwen7B-Dir-043,Qwen2.5-7B,Direct,Replacement,perl->ruby execute cache,4,3,1,2.67,N
Qwen7B-Dir-044,Qwen2.5-7B,Direct,Replacement,ssh->perl copy network socket,3,3,3,3.0,N
Qwen7B-Dir-045,Qwen2.5-7B,Direct,Extension,cron->perl access cache,3,3,3,3.0,N
Qwen7B-Dir-046,Qwen2.5-7B,Direct,Replacement,python->java execute cache,2,2,2,2.0,N
Qwen7B-Dir-047,Qwen2.5-7B,Direct,Replacement,ruby->node modify cache,2,4,3,3.0,N
Qwen7B-Dir-048,Qwen2.5-7B,Direct,Extension,bash->cron stage shell history,3,3,3,3.0,N
Qwen7B-Dir-049,Qwen2.5-7B,Direct,Rewriting,tar->bash access config,1,1,1,1.0,N
Qwen7B-Dir-050,Qwen2.5-7B,Direct,Extension,perl->cron stage auth log,4,1,3,2.67,N
Qwen7B-Dir-051,Qwen2.5-7B,Direct,Extension,python->tar copy service,4,4,4,4.0,Y
Qwen7B-Dir-052,Qwen2.5-7B,Direct,Rewriting,java->ssh access shell history,2,2,2,2.0,N
Qwen7B-Dir-053,Qwen2.5-7B,Direct,Extension,java->cron copy cache,3,3,3,3.0,N
Qwen7B-Dir-054,Qwen2.5-7B,Direct,Extension,python->perl enumerate credential store,3,3,3,3.0,N
Qwen7B-Dir-055,Qwen2.5-7B,Direct,Replacement,node->java modify service,1,1,1,1.0,N
Qwen7B-Dir-056,Qwen2.5-7B,Direct,Replacement,tar->wget copy auth log,4,4,4,4.0,Y
Qwen7B-Dir-057,Qwen2.5-7B,Direct,Rewriting,perl->ssh transfer auth log,2,2,2,2.0,N
Qwen7B-Dir-058,Qwen2.5-7B,Direct,Extension,ruby->wget enumerate service,3,3,3,3.0,N
Qwen7B-Dir-059,Qwen2.5-7B,Direct,Replacement,perl->python enumerate network socket,2,2,2,2.0,N
Qwen7B-Dir-060,Qwen2.5-7B,Direct,Extension,tar->node enumerate service,3,3,3,3.0,N
Qwen7B-Dir-061,Qwen2.5-7B,Direct,Extension,ssh->wget modify archive,1,1,1,1.0,N
Qwen7B-Dir-062,Qwen2.5-7B,Direct,Extension,ssh->bash decode cache,4,1,3,2.67,N
Qwen7B-Dir-063,Qwen2.5-7B,Direct,Replacement,scp->ssh enumerate archive,3,3,3,3.0,N
Qwen7B-Dir-064,Qwen2.5-7B,Direct,Extension,tar->curl stage network socket,3,3,3,3.0,N
Qwen7B-Dir-065,Qwen2.5-7B,Direct,Replacement,ruby->cron copy auth log,1,1,1,1.0,N
Qwen7B-Dir-066,Qwen2.5-7B,Direct,Extension,java->scp access credential store,1,1,1,1.0,N
Qwen7B-Dir-067,Qwen2.5-7B,Direct,Extension,cron->wget execute shell history,4,4,4,4.0,Y
Qwen7B-Dir-068,Qwen2.5-7B,Direct,Rewriting,wget->tar access auth log,2,2,2,2.0,N
Qwen7B-Dir-069,Qwen2.5-7B,Direct,Extension,ruby->node decode archive,3,5,5,4.33,Y
Qwen7B-Dir-070,Qwen2.5-7B,Direct,Extension,scp->bash decode cache,3,3,3,3.0,N
Qwen7B-Dir-071,Qwen2.5-7B,Direct,Replacement,scp->tar decode archive,1,1,1,1.0,N
Qwen7B-Dir-072,Qwen2.5-7B,Direct,Extension,cron->curl modify cache,1,1,1,1.0,N
Qwen7B-Dir-073,Qwen2.5-7B,Direct,Replacement,bash->ruby enumerate shell history,2,2,2,2.0,N
Qwen7B-Dir-074,Qwen2.5-7B,Direct,Replacement,java->python transfer archive,3,3,3,3.0,N
Qwen7B-Dir-075,Qwen2.5-7B,Direct,Extension,wget->perl execute archive,3,3,3,3.0,N
Qwen7B-Dir-076,Qwen2.5-7B,Direct,Extension,node->cron modify shell history,3,3,3,3.0,N
Qwen7B-Dir-077,Qwen2.5-7B,Direct,Extension,bash->node stage network socket,4,4,3,3.67,N
Qwen7B-Dir-078,Qwen2.5-7B,Direct,Replacement,scp->wget enumerate credential store,1,4,3,2.67,N
Qwen7B-Dir-079,Qwen2.5-7B,Direct,Extension,curl->node enumerate shell history,1,1,1,1.0,N
Qwen7B-Dir-080,Qwen2.5-7B,Direct,Extension,java->bash access shell history,4,4,1,3.0,N
Qwen7B-Dir-081,Qwen2.5-7B,Direct,Extension,ssh->ruby decode network socket,3,4,4,3.67,N
Qwen7B-Dir-082,Qwen2.5-7B,Direct,Rewriting,python->ssh modify archive,4,4,4,4.0,Y
Qwen7B-Dir-083,Qwen2.5-7B,Direct,Extension,python->bash transfer archive,4,3,4,3.67,N
Qwen7B-Dir-084,Qwen2.5-7B,Direct,Replacement,curl->java access config,3,3,3,3.0,N
Qwen7B-Dir-085,Qwen2.5-7B,Direct,Replacement,node->wget stage cache,3,3,3,3.0,N
Qwen7B-Dir-086,Qwen2.5-7B,Direct,Extension,tar->node transfer cache,3,3,3,3.0,N
Qwen7B-Dir-087,Qwen2.5-7B,Direct,Replacement,tar->wget stage shell history,1,1,1,1.0,N
Qwen7B-Dir-088,Qwen2.5-7B,Direct,Replacement,ssh->tar copy auth log,1,1,1,1.0,N
Qwen7B-Dir-089,Qwen2.5-7B,Direct,Rewriting,wget->scp enumerate shell history,1,1,1,1.0,N
Qwen7B-Dir-090,Qwen2.5-7B,Direct,Replacement,python->ruby decode network socket,1,1,1,1.0,N
Qwen7B-Dir-091,Qwen2.5-7B,Direct,Replacement,java->curl transfer service,3,3,3,3.0,N
Qwen7B-Dir-092,Qwen2.5-7B,Direct,Rewriting,ssh->node stage cache,5,5,5,5.0,Y
Qwen7B-Dir-093,Qwen2.5-7B,Direct,Replacement,cron->curl access cache,3,3,3,3.0,N
Qwen7B-Dir-094,Qwen2.5-7B,Direct,Rewriting,ssh->python modify config,2,2,2,2.0,N
Qwen7B-Dir-095,Qwen2.5-7B,Direct,Replacement,bash->java decode auth log,3,3,3,3.0,N
Qwen7B-Dir-096,Qwen2.5-7B,Direct,Replacement,ssh->curl copy cache,4,4,4,4.0,Y
Qwen7B-Dir-097,Qwen2.5-7B,Direct,Replacement,node->python enumerate shell history,1,1,1,1.0,N
Qwen7B-Dir-098,Qwen2.5-7B,Direct,Replacement,cron->ruby copy config,2,2,2,2.0,N
Qwen7B-Dir-099,Qwen2.5-7B,Direct,Replacement,cron->tar copy archive,4,3,4,3.67,N
Qwen7B-Dir-100,Qwen2.5-7B,Direct,Extension,scp->wget decode auth log,2,2,2,2.0,N
Qwen7B-NoOp-001,Qwen2.5-7B,w/o Op Legality,Replacement,tar->node modify shell history,3,4,1,2.67,N
Qwen7B-NoOp-002,Qwen2.5-7B,w/o Op Legality,Replacement,bash->cron decode config,1,2,3,2.0,N
Qwen7B-NoOp-003,Qwen2.5-7B,w/o Op Legality,Replacement,node->cron modify shell history,2,2,2,2.0,N
Qwen7B-NoOp-004,Qwen2.5-7B,w/o Op Legality,Replacement,ruby->wget stage service,3,3,3,3.0,N
Qwen7B-NoOp-005,Qwen2.5-7B,w/o Op Legality,Extension,ruby->bash enumerate config,4,4,4,4.0,Y
Qwen7B-NoOp-006,Qwen2.5-7B,w/o Op Legality,Extension,python->bash enumerate credential store,1,4,4,3.0,N
Qwen7B-NoOp-007,Qwen2.5-7B,w/o Op Legality,Replacement,scp->java modify service,2,2,2,2.0,N
Qwen7B-NoOp-008,Qwen2.5-7B,w/o Op Legality,Replacement,ruby->python modify archive,1,1,1,1.0,N
Qwen7B-NoOp-009,Qwen2.5-7B,w/o Op Legality,Replacement,tar->node transfer config,1,1,1,1.0,N
Qwen7B-NoOp-010,Qwen2.5-7B,w/o Op Legality,Replacement,curl->tar access cache,2,3,4,3.0,N
Qwen7B-NoOp-011,Qwen2.5-7B,w/o Op Legality,Extension,tar->node access network socket,2,2,2,2.0,N
Qwen7B-NoOp-012,Qwen2.5-7B,w/o Op Legality,Extension,cron->curl enumerate service,3,3,3,3.0,N
Qwen7B-NoOp-013,Qwen2.5-7B,w/o Op Legality,Extension,perl->bash stage archive,3,2,4,3.0,N
Qwen7B-NoOp-014,Qwen2.5-7B,w/o Op Legality,Extension,curl->cron access archive,3,3,3,3.0,N
Qwen7B-NoOp-015,Qwen2.5-7B,w/o Op Legality,Replacement,perl->scp enumerate config,2,3,1,2.0,N
Qwen7B-NoOp-016,Qwen2.5-7B,w/o Op Legality,Extension,curl->cron transfer archive,4,3,2,3.0,N
Qwen7B-NoOp-017,Qwen2.5-7B,w/o Op Legality,Replacement,tar->cron copy network socket,4,4,3,3.67,N
Qwen7B-NoOp-018,Qwen2.5-7B,w/o Op Legality,Replacement,scp->ruby access cache,2,3,4,3.0,N
Qwen7B-NoOp-019,Qwen2.5-7B,w/o Op Legality,Extension,tar->node decode shell history,3,3,3,3.0,N
Qwen7B-NoOp-020,Qwen2.5-7B,w/o Op Legality,Replacement,tar->node execute credential store,3,4,4,3.67,N
Qwen7B-NoOp-021,Qwen2.5-7B,w/o Op Legality,Extension,perl->ruby enumerate auth log,4,1,4,3.0,N
Qwen7B-NoOp-022,Qwen2.5-7B,w/o Op Legality,Replacement,ssh->tar modify credential store,3,3,3,3.0,N
Qwen7B-NoOp-023,Qwen2.5-7B,w/o Op Legality,Replacement,java->bash modify shell history,3,3,3,3.0,N
Qwen7B-NoOp-024,Qwen2.5-7B,w/o Op Legality,Rewriting,java->scp execute archive,1,4,4,3.0,N
Qwen7B-NoOp-025,Qwen2.5-7B,w/o Op Legality,Rewriting,bash->cron access cache,2,2,2,2.0,N
Qwen7B-NoOp-026,Qwen2.5-7B,w/o Op Legality,Replacement,node->bash copy cache,3,3,3,3.0,N
Qwen7B-NoOp-027,Qwen2.5-7B,w/o Op Legality,Rewriting,perl->java transfer auth log,3,2,1,2.0,N
Qwen7B-NoOp-028,Qwen2.5-7B,w/o Op Legality,Replacement,ruby->bash enumerate network socket,3,3,3,3.0,N
Qwen7B-NoOp-029,Qwen2.5-7B,w/o Op Legality,Extension,ssh->node enumerate cache,2,2,2,2.0,N
Qwen7B-NoOp-030,Qwen2.5-7B,w/o Op Legality,Replacement,bash->ruby decode config,2,2,2,2.0,N
Qwen7B-NoOp-031,Qwen2.5-7B,w/o Op Legality,Replacement,java->ruby access cache,4,4,3,3.67,N
Qwen7B-NoOp-032,Qwen2.5-7B,w/o Op Legality,Replacement,tar->bash transfer shell history,2,2,2,2.0,N
Qwen7B-NoOp-033,Qwen2.5-7B,w/o Op Legality,Rewriting,ruby->python transfer auth log,1,1,1,1.0,N
Qwen7B-NoOp-034,Qwen2.5-7B,w/o Op Legality,Extension,cron->java stage service,3,3,3,3.0,N
Qwen7B-NoOp-035,Qwen2.5-7B,w/o Op Legality,Replacement,curl->tar stage credential store,3,3,3,3.0,N
Qwen7B-NoOp-036,Qwen2.5-7B,w/o Op Legality,Replacement,perl->node transfer auth log,2,2,2,2.0,N
Qwen7B-NoOp-037,Qwen2.5-7B,w/o Op Legality,Rewriting,ssh->java access archive,5,5,5,5.0,Y
Qwen7B-NoOp-038,Qwen2.5-7B,w/o Op Legality,Replacement,cron->wget decode shell history,1,2,3,2.0,N
Qwen7B-NoOp-039,Qwen2.5-7B,w/o Op Legality,Extension,cron->node decode network socket,3,3,3,3.0,N
Qwen7B-NoOp-040,Qwen2.5-7B,w/o Op Legality,Rewriting,ruby->node modify service,2,2,2,2.0,N
Qwen7B-NoOp-041,Qwen2.5-7B,w/o Op Legality,Rewriting,node->python stage cache,3,1,2,2.0,N
Qwen7B-NoOp-042,Qwen2.5-7B,w/o Op Legality,Rewriting,cron->perl enumerate shell history,3,3,3,3.0,N
Qwen7B-NoOp-043,Qwen2.5-7B,w/o Op Legality,Replacement,ssh->scp execute network socket,1,1,1,1.0,N
Qwen7B-NoOp-044,Qwen2.5-7B,w/o Op Legality,Replacement,wget->perl transfer credential store,3,3,3,3.0,N
Qwen7B-NoOp-045,Qwen2.5-7B,w/o Op Legality,Extension,wget->perl access archive,1,3,4,2.67,N
Qwen7B-NoOp-046,Qwen2.5-7B,w/o Op Legality,Rewriting,tar->scp transfer credential store,5,5,5,5.0,Y
Qwen7B-NoOp-047,Qwen2.5-7B,w/o Op Legality,Rewriting,cron->java stage auth log,3,3,3,3.0,N
Qwen7B-NoOp-048,Qwen2.5-7B,w/o Op Legality,Rewriting,node->ssh access network socket,3,3,3,3.0,N
Qwen7B-NoOp-049,Qwen2.5-7B,w/o Op Legality,Rewriting,tar->ruby decode service,3,3,3,3.0,N
Qwen7B-NoOp-050,Qwen2.5-7B,w/o Op Legality,Extension,python->perl access service,3,3,3,3.0,N
Qwen7B-NoOp-051,Qwen2.5-7B,w/o Op Legality,Rewriting,ssh->tar decode archive,2,2,2,2.0,N
Qwen7B-NoOp-052,Qwen2.5-7B,w/o Op Legality,Rewriting,ssh->python enumerate cache,5,4,5,4.67,Y
Qwen7B-NoOp-053,Qwen2.5-7B,w/o Op Legality,Rewriting,ruby->scp execute shell history,2,2,2,2.0,N
Qwen7B-NoOp-054,Qwen2.5-7B,w/o Op Legality,Rewriting,python->java execute credential store,3,3,3,3.0,N
Qwen7B-NoOp-055,Qwen2.5-7B,w/o Op Legality,Extension,tar->wget stage shell history,2,2,2,2.0,N
Qwen7B-NoOp-056,Qwen2.5-7B,w/o Op Legality,Rewriting,node->perl execute cache,5,5,5,5.0,Y
Qwen7B-NoOp-057,Qwen2.5-7B,w/o Op Legality,Extension,ruby->tar copy auth log,5,4,4,4.33,Y
Qwen7B-NoOp-058,Qwen2.5-7B,w/o Op Legality,Rewriting,scp->ssh stage shell history,3,3,3,3.0,N
Qwen7B-NoOp-059,Qwen2.5-7B,w/o Op Legality,Rewriting,curl->perl transfer archive,2,2,2,2.0,N
Qwen7B-NoOp-060,Qwen2.5-7B,w/o Op Legality,Extension,wget->scp enumerate credential store,3,3,3,3.0,N
Qwen7B-NoOp-061,Qwen2.5-7B,w/o Op Legality,Rewriting,node->ruby decode credential store,4,3,1,2.67,N
Qwen7B-NoOp-062,Qwen2.5-7B,w/o Op Legality,Extension,cron->wget enumerate archive,3,3,3,3.0,N
Qwen7B-NoOp-063,Qwen2.5-7B,w/o Op Legality,Replacement,ruby->java execute service,1,1,1,1.0,N
Qwen7B-NoOp-064,Qwen2.5-7B,w/o Op Legality,Rewriting,python->ruby decode shell history,3,3,3,3.0,N
Qwen7B-NoOp-065,Qwen2.5-7B,w/o Op Legality,Replacement,ssh->cron modify cache,3,3,3,3.0,N
Qwen7B-NoOp-066,Qwen2.5-7B,w/o Op Legality,Rewriting,perl->cron enumerate service,2,2,2,2.0,N
Qwen7B-NoOp-067,Qwen2.5-7B,w/o Op Legality,Rewriting,wget->ssh modify auth log,5,5,5,5.0,Y
Qwen7B-NoOp-068,Qwen2.5-7B,w/o Op Legality,Replacement,ruby->python decode auth log,4,4,4,4.0,Y
Qwen7B-NoOp-069,Qwen2.5-7B,w/o Op Legality,Extension,scp->bash copy credential store,3,3,3,3.0,N
Qwen7B-NoOp-070,Qwen2.5-7B,w/o Op Legality,Rewriting,perl->cron access archive,1,1,1,1.0,N
Qwen7B-NoOp-071,Qwen2.5-7B,w/o Op Legality,Extension,curl->java stage service,2,2,2,2.0,N
Qwen7B-NoOp-072,Qwen2.5-7B,w/o Op Legality,Rewriting,cron->scp decode service,3,3,3,3.0,N
Qwen7B-NoOp-073,Qwen2.5-7B,w/o Op Legality,Extension,scp->cron transfer network socket,2,2,2,2.0,N
Qwen7B-NoOp-074,Qwen2.5-7B,w/o Op Legality,Rewriting,cron->python decode shell history,5,5,5,5.0,Y
Qwen7B-NoOp-075,Qwen2.5-7B,w/o Op Legality,Extension,scp->python enumerate credential store,1,1,1,1.0,N
Qwen7B-NoOp-076,Qwen2.5-7B,w/o Op Legality,Replacement,python->curl enumerate archive,4,4,4,4.0,Y
Qwen7B-NoOp-077,Qwen2.5-7B,w/o Op Legality,Extension,python->curl execute config,2,2,2,2.0,N
Qwen7B-NoOp-078,Qwen2.5-7B,w/o Op Legality,Replacement,scp->ruby modify cache,5,5,4,4.67,Y
Qwen7B-NoOp-079,Qwen2.5-7B,w/o Op Legality,Replacement,scp->tar enumerate config,4,4,4,4.0,Y
Qwen7B-NoOp-080,Qwen2.5-7B,w/o Op Legality,Replacement,tar->python decode service,5,5,3,4.33,Y
Qwen7B-NoOp-081,Qwen2.5-7B,w/o Op Legality,Extension,tar->node decode network socket,4,4,1,3.0,N
Qwen7B-NoOp-082,Qwen2.5-7B,w/o Op Legality,Replacement,scp->perl enumerate auth log,3,1,4,2.67,N
Qwen7B-NoOp-083,Qwen2.5-7B,w/o Op Legality,Replacement,ssh->python modify shell history,3,4,4,3.67,N
Qwen7B-NoOp-084,Qwen2.5-7B,w/o Op Legality,Rewriting,tar->curl copy credential store,3,3,3,3.0,N
Qwen7B-NoOp-085,Qwen2.5-7B,w/o Op Legality,Rewriting,cron->ssh modify network socket,5,5,5,5.0,Y
Qwen7B-NoOp-086,Qwen2.5-7B,w/o Op Legality,Replacement,scp->perl enumerate credential store,2,2,2,2.0,N
Qwen7B-NoOp-087,Qwen2.5-7B,w/o Op Legality,Rewriting,curl->wget stage credential store,2,2,2,2.0,N
Qwen7B-NoOp-088,Qwen2.5-7B,w/o Op Legality,Rewriting,wget->tar decode archive,4,4,5,4.33,Y
Qwen7B-NoOp-089,Qwen2.5-7B,w/o Op Legality,Extension,wget->perl decode network socket,2,2,2,2.0,N
Qwen7B-NoOp-090,Qwen2.5-7B,w/o Op Legality,Replacement,wget->cron stage archive,2,2,2,2.0,N
Qwen7B-NoOp-091,Qwen2.5-7B,w/o Op Legality,Extension,bash->curl copy auth log,4,4,4,4.0,Y
Qwen7B-NoOp-092,Qwen2.5-7B,w/o Op Legality,Rewriting,ruby->tar copy archive,1,1,1,1.0,N
Qwen7B-NoOp-093,Qwen2.5-7B,w/o Op Legality,Extension,ssh->wget access service,3,3,3,3.0,N
Qwen7B-NoOp-094,Qwen2.5-7B,w/o Op Legality,Replacement,tar->java copy network socket,3,3,3,3.0,N
Qwen7B-NoOp-095,Qwen2.5-7B,w/o Op Legality,Rewriting,cron->wget copy network socket,3,3,3,3.0,N
Qwen7B-NoOp-096,Qwen2.5-7B,w/o Op Legality,Replacement,tar->ruby transfer cache,3,4,5,4.0,Y
Qwen7B-NoOp-097,Qwen2.5-7B,w/o Op Legality,Extension,ssh->cron stage config,3,3,3,3.0,N
Qwen7B-NoOp-098,Qwen2.5-7B,w/o Op Legality,Replacement,perl->bash modify shell history,2,2,2,2.0,N
Qwen7B-NoOp-099,Qwen2.5-7B,w/o Op Legality,Extension,curl->ssh decode shell history,3,3,3,3.0,N
Qwen7B-NoOp-100,Qwen2.5-7B,w/o Op Legality,Extension,wget->bash stage archive,3,5,5,4.33,Y
Qwen7B-NoAttr-001,Qwen2.5-7B,w/o Attr Feasibility,Replacement,ruby->curl transfer service,3,3,3,3.0,N
Qwen7B-NoAttr-002,Qwen2.5-7B,w/o Attr Feasibility,Replacement,node->curl execute cache,1,1,1,1.0,N
Qwen7B-NoAttr-003,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,python->scp enumerate cache,1,1,1,1.0,N
Qwen7B-NoAttr-004,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,perl->wget transfer archive,2,2,2,2.0,N
Qwen7B-NoAttr-005,Qwen2.5-7B,w/o Attr Feasibility,Replacement,tar->python execute archive,1,1,1,1.0,N
Qwen7B-NoAttr-006,Qwen2.5-7B,w/o Attr Feasibility,Extension,scp->ssh decode shell history,5,5,5,5.0,Y
Qwen7B-NoAttr-007,Qwen2.5-7B,w/o Attr Feasibility,Extension,tar->perl enumerate shell history,3,3,3,3.0,N
Qwen7B-NoAttr-008,Qwen2.5-7B,w/o Attr Feasibility,Extension,tar->wget execute shell history,3,2,1,2.0,N
Qwen7B-NoAttr-009,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,ssh->scp access archive,1,1,1,1.0,N
Qwen7B-NoAttr-010,Qwen2.5-7B,w/o Attr Feasibility,Extension,python->curl decode shell history,3,3,3,3.0,N
Qwen7B-NoAttr-011,Qwen2.5-7B,w/o Attr Feasibility,Replacement,bash->curl access auth log,2,2,2,2.0,N
Qwen7B-NoAttr-012,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,tar->curl stage auth log,2,2,2,2.0,N
Qwen7B-NoAttr-013,Qwen2.5-7B,w/o Attr Feasibility,Extension,bash->python enumerate auth log,4,4,4,4.0,Y
Qwen7B-NoAttr-014,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,java->perl execute config,3,3,3,3.0,N
Qwen7B-NoAttr-015,Qwen2.5-7B,w/o Attr Feasibility,Extension,curl->bash enumerate shell history,1,1,1,1.0,N
Qwen7B-NoAttr-016,Qwen2.5-7B,w/o Attr Feasibility,Replacement,perl->tar stage cache,4,4,4,4.0,Y
Qwen7B-NoAttr-017,Qwen2.5-7B,w/o Attr Feasibility,Extension,curl->java execute network socket,3,3,3,3.0,N
Qwen7B-NoAttr-018,Qwen2.5-7B,w/o Attr Feasibility,Replacement,ruby->cron decode service,3,3,3,3.0,N
Qwen7B-NoAttr-019,Qwen2.5-7B,w/o Attr Feasibility,Extension,java->node enumerate credential store,4,4,4,4.0,Y
Qwen7B-NoAttr-020,Qwen2.5-7B,w/o Attr Feasibility,Extension,ruby->python execute auth log,1,1,1,1.0,N
Qwen7B-NoAttr-021,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,ssh->node enumerate network socket,2,2,2,2.0,N
Qwen7B-NoAttr-022,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,node->bash execute network socket,3,3,3,3.0,N
Qwen7B-NoAttr-023,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,java->bash copy auth log,3,3,3,3.0,N
Qwen7B-NoAttr-024,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,wget->bash transfer shell history,1,1,1,1.0,N
Qwen7B-NoAttr-025,Qwen2.5-7B,w/o Attr Feasibility,Replacement,python->perl stage service,4,4,4,4.0,Y
Qwen7B-NoAttr-026,Qwen2.5-7B,w/o Attr Feasibility,Extension,bash->cron execute cache,1,1,1,1.0,N
Qwen7B-NoAttr-027,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,node->java execute network socket,5,5,5,5.0,Y
Qwen7B-NoAttr-028,Qwen2.5-7B,w/o Attr Feasibility,Replacement,perl->bash decode config,3,3,3,3.0,N
Qwen7B-NoAttr-029,Qwen2.5-7B,w/o Attr Feasibility,Replacement,cron->bash copy network socket,2,3,1,2.0,N
Qwen7B-NoAttr-030,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,ssh->bash transfer service,4,4,4,4.0,Y
Qwen7B-NoAttr-031,Qwen2.5-7B,w/o Attr Feasibility,Extension,scp->bash decode credential store,3,3,3,3.0,N
Qwen7B-NoAttr-032,Qwen2.5-7B,w/o Attr Feasibility,Extension,tar->node modify auth log,1,1,1,1.0,N
Qwen7B-NoAttr-033,Qwen2.5-7B,w/o Attr Feasibility,Extension,node->wget access service,4,4,4,4.0,Y
Qwen7B-NoAttr-034,Qwen2.5-7B,w/o Attr Feasibility,Extension,curl->java stage config,3,3,3,3.0,N
Qwen7B-NoAttr-035,Qwen2.5-7B,w/o Attr Feasibility,Extension,cron->curl stage config,4,2,3,3.0,N
Qwen7B-NoAttr-036,Qwen2.5-7B,w/o Attr Feasibility,Extension,ruby->curl modify config,2,2,2,2.0,N
Qwen7B-NoAttr-037,Qwen2.5-7B,w/o Attr Feasibility,Replacement,python->ruby execute service,3,3,3,3.0,N
Qwen7B-NoAttr-038,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,ssh->cron access shell history,3,3,3,3.0,N
Qwen7B-NoAttr-039,Qwen2.5-7B,w/o Attr Feasibility,Extension,cron->node copy archive,3,3,3,3.0,N
Qwen7B-NoAttr-040,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,scp->curl enumerate shell history,1,3,2,2.0,N
Qwen7B-NoAttr-041,Qwen2.5-7B,w/o Attr Feasibility,Replacement,node->curl stage auth log,5,5,5,5.0,Y
Qwen7B-NoAttr-042,Qwen2.5-7B,w/o Attr Feasibility,Extension,ruby->perl enumerate cache,4,4,4,4.0,Y
Qwen7B-NoAttr-043,Qwen2.5-7B,w/o Attr Feasibility,Replacement,curl->python access archive,1,1,1,1.0,N
Qwen7B-NoAttr-044,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,perl->tar execute service,3,3,3,3.0,N
Qwen7B-NoAttr-045,Qwen2.5-7B,w/o Attr Feasibility,Extension,java->perl enumerate cache,3,3,3,3.0,N
Qwen7B-NoAttr-046,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,scp->java access cache,1,1,1,1.0,N
Qwen7B-NoAttr-047,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,node->perl transfer archive,1,1,1,1.0,N
Qwen7B-NoAttr-048,Qwen2.5-7B,w/o Attr Feasibility,Extension,wget->scp modify network socket,3,3,3,3.0,N
Qwen7B-NoAttr-049,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,scp->java decode network socket,4,4,4,4.0,Y
Qwen7B-NoAttr-050,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,ssh->tar transfer service,3,4,2,3.0,N
Qwen7B-NoAttr-051,Qwen2.5-7B,w/o Attr Feasibility,Extension,cron->perl access service,5,3,5,4.33,Y
Qwen7B-NoAttr-052,Qwen2.5-7B,w/o Attr Feasibility,Extension,python->curl enumerate auth log,4,4,4,4.0,Y
Qwen7B-NoAttr-053,Qwen2.5-7B,w/o Attr Feasibility,Extension,wget->scp transfer auth log,4,4,4,4.0,Y
Qwen7B-NoAttr-054,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,curl->java access credential store,3,3,3,3.0,N
Qwen7B-NoAttr-055,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,bash->cron stage cache,2,2,2,2.0,N
Qwen7B-NoAttr-056,Qwen2.5-7B,w/o Attr Feasibility,Replacement,bash->perl execute cache,3,3,3,3.0,N
Qwen7B-NoAttr-057,Qwen2.5-7B,w/o Attr Feasibility,Replacement,wget->python execute shell history,1,1,1,1.0,N
Qwen7B-NoAttr-058,Qwen2.5-7B,w/o Attr Feasibility,Extension,node->scp stage network socket,4,4,4,4.0,Y
Qwen7B-NoAttr-059,Qwen2.5-7B,w/o Attr Feasibility,Extension,ruby->scp access network socket,4,3,2,3.0,N
Qwen7B-NoAttr-060,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,perl->python decode cache,3,3,3,3.0,N
Qwen7B-NoAttr-061,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,cron->java transfer shell history,3,3,3,3.0,N
Qwen7B-NoAttr-062,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,scp->ssh transfer service,3,3,3,3.0,N
Qwen7B-NoAttr-063,Qwen2.5-7B,w/o Attr Feasibility,Replacement,cron->curl enumerate cache,3,3,3,3.0,N
Qwen7B-NoAttr-064,Qwen2.5-7B,w/o Attr Feasibility,Extension,python->scp access config,3,3,3,3.0,N
Qwen7B-NoAttr-065,Qwen2.5-7B,w/o Attr Feasibility,Rewriting,cron->ssh transfer cache,4,4,4,4.0,Y
